max_rpm,energy,duration,speed,weight
1188,6936,0.715,19.8,18266
138,188,0.183,77.4,2171
151,474,0.386,37.5,2288
772,864,0.15,95.6,11441
3378,5417,0.206,74.3,48809
4463,12303,0.41,39.4,63829
192,652,0.427,36.1,2807
1092,2122,0.249,57.1,16432
4853,34254,0.94,17.1,71216
629,3357,0.748,20.6,9123
3410,15354,0.548,25.8,51337
231,305,0.183,79.7,3374
5168,10953,0.282,56.2,77667
2492,28664,1.435,11.0,37816
5313,8203,0.216,70.6,79493
1914,3914,0.29,48.1,28221
565,1242,0.284,56.0,8287
5159,17907,0.493,29.3,78518
394,829,0.265,59.7,5877
509,591,0.157,98.1,7334
2166,13451,0.86,16.6,31022
2589,7508,0.398,35.6,39928
4902,17483,0.436,31.9,75868
302,1038,0.439,32.4,4456
2999,7166,0.317,44.1,45373
2283,3227,0.184,83.6,35958
168,202,0.166,92.2,2566
625,2586,0.541,28.2,9097
415,814,0.262,58.9,6045
438,733,0.237,67.3,6581
6219,14120,0.285,57.0,93546
1661,3848,0.289,49.1,24722
2147,8454,0.56,27.3,33139
6099,12251,0.255,53.9,91258
554,1407,0.301,46.1,8747
3063,4793,0.189,81.6,46060
717,985,0.19,78.7,10946
4071,20908,0.715,22.1,60026
274,1822,0.822,18.0,4054
5368,5665,0.151,91.7,81493
298,654,0.277,58.2,4706
465,565,0.158,87.2,7165
2602,18167,0.923,15.2,38528
595,1125,0.25,57.4,9332
1383,3299,0.282,58.5,21595
770,915,0.169,87.5,11385
2495,15014,0.799,18.8,36500
319,1219,0.5,31.6,4886
167,396,0.331,46.6,2513
450,552,0.182,87.9,6465
890,1104,0.158,94.5,12789
252,322,0.165,99.3,3859
550,674,0.165,96.3,8013
643,7051,1.396,10.5,9562
174,1174,1.024,14.3,2503
1303,7145,0.7,23.3,19590
4356,11148,0.376,41.4,63606
247,344,0.181,84.7,3621
1381,1680,0.175,90.3,20734
1849,8133,0.566,26.8,26940
671,1135,0.213,65.8,10314
1992,2370,0.156,92.6,31058
659,1421,0.293,51.7,9973
1002,4697,0.702,19.3,14401
137,321,0.289,51.2,2058
2022,4975,0.36,43.8,29939
1794,2983,0.226,62.0,26584
149,304,0.277,49.5,2324
556,6428,1.385,11.6,8446
6268,7231,0.154,99.5,92124
724,1148,0.238,58.9,10371
918,2227,0.302,52.6,14250
4644,6228,0.161,95.9,70303
2116,10194,0.604,24.0,33085
1266,5230,0.541,27.0,19496
2985,3669,0.169,82.7,45339
3937,12916,0.478,33.5,58825
775,1036,0.183,81.9,11947
832,2856,0.441,34.4,12829
620,5916,1.244,13.0,9055
6123,11314,0.24,56.5,87787
2002,8007,0.495,27.7,30584
188,229,0.179,78.2,2769
3805,6192,0.201,67.7,58502
911,1106,0.166,93.1,13106
177,248,0.191,80.5,2617
1179,4687,0.538,26.3,17178
651,784,0.17,82.0,10227
4173,5824,0.206,67.8,61986
296,520,0.233,70.2,4442
3311,4349,0.184,84.9,50718
1153,2213,0.247,61.6,17722
166,334,0.279,51.9,2476
6094,10651,0.22,67.3,89570
944,3028,0.374,36.8,14857
418,2133,0.624,26.4,6240
808,1630,0.241,65.5,12546
3685,15568,0.495,31.0,57346
444,3047,0.888,17.2,6592
277,3466,1.494,10.0,4249
219,375,0.22,64.7,3313
421,1133,0.333,42.6,6413
2861,3819,0.195,77.7,42296
841,2054,0.313,43.8,12656
339,675,0.255,53.7,4869
251,628,0.326,46.6,3831
501,817,0.237,68.6,7350
5142,15349,0.386,42.1,79055
510,557,0.14,96.7,7652
6397,7377,0.147,94.3,95460
874,1184,0.177,86.3,13348
267,328,0.173,92.8,4031
4258,11503,0.325,50.4,65320
767,1762,0.276,58.3,12110
2080,3099,0.202,76.8,32117
6380,9673,0.194,72.7,93826
166,179,0.152,90.2,2433
190,257,0.183,74.5,2919
2212,2760,0.154,99.8,33501
382,1064,0.329,41.4,6023
266,372,0.185,85.0,4112
159,225,0.215,72.8,2332
146,194,0.19,72.2,2178
2677,9233,0.412,39.3,41386
220,341,0.187,80.7,3383
857,1099,0.178,91.0,12464
1385,5615,0.546,29.7,21400
700,1090,0.213,66.3,10685
150,387,0.323,45.3,2223
2875,2903,0.14,99.1,42872
138,311,0.298,53.1,2083
2731,10127,0.491,30.5,39396
4268,11388,0.367,44.4,65876
742,1060,0.205,68.8,10874
1046,7294,0.924,16.8,16251
871,1705,0.256,64.3,12924
633,805,0.165,93.8,9168
4273,5146,0.158,86.5,64378
4501,29025,0.949,16.1,66038
511,519,0.141,99.4,7439
1425,1914,0.186,72.9,22182
5111,20321,0.59,24.6,75130
5988,56429,1.286,11.1,86206
983,4988,0.624,25.4,14646
759,1074,0.171,85.4,11758
381,4123,1.314,11.9,5950
5539,19460,0.437,31.0,85138
223,327,0.173,78.2,3496
1290,2198,0.217,62.7,19326
385,545,0.176,80.4,6040
386,549,0.19,77.2,5957
646,4723,1.053,14.6,9751
6617,8996,0.182,90.3,99528
166,643,0.479,30.4,2479
1308,2233,0.229,59.8,19228
175,268,0.207,68.0,2762
233,1212,0.643,25.2,3660
711,883,0.159,97.9,11164
974,2354,0.294,53.9,14732
350,2343,0.913,15.2,5504
471,529,0.147,94.4,6897
182,321,0.22,62.8,2810
455,791,0.22,72.9,6549
5841,10964,0.247,57.3,87737
5341,7842,0.181,85.1,80548
508,3887,1.159,13.0,7412
1270,3822,0.443,34.2,18659
4730,9169,0.269,52.3,70211
142,956,0.912,16.9,2048
3154,4374,0.185,73.5,47682
5615,13939,0.363,45.4,81711
188,572,0.393,34.5,2858
259,2524,1.325,10.3,3761
5580,8340,0.194,74.8,85764
1068,1414,0.188,85.0,16379
143,359,0.313,45.6,2114
354,684,0.245,60.8,5479
754,2462,0.445,30.5,11627
1966,3247,0.208,66.0,30078
2389,23434,1.381,11.1,35208
6803,12828,0.261,54.0,98224
417,683,0.229,68.0,6158
1130,1512,0.171,92.6,16422
1078,3205,0.362,44.3,16111
623,803,0.176,78.9,9777
248,408,0.233,63.8,3876
6137,7557,0.175,93.4,91558
3691,9890,0.345,45.9,56336
910,2349,0.358,38.7,14050
1407,1879,0.167,89.8,21179
329,2692,1.127,14.4,4865
1106,5707,0.665,22.3,16784
2082,13815,0.919,17.4,30322
1024,1415,0.175,85.9,15006
6568,55081,1.262,11.0,96270
1528,1820,0.159,87.5,21861
557,1185,0.269,50.6,8536
2773,28707,1.359,10.4,41010
268,671,0.351,46.1,3896
604,2342,0.576,26.8,9001
533,957,0.237,66.2,7771
715,1246,0.216,71.1,10830
2864,5312,0.272,53.9,42584
846,6811,1.037,13.6,13293
3122,4909,0.236,69.1,44672
1309,1709,0.175,85.8,19075
527,804,0.2,74.8,7624
3231,4782,0.195,84.7,47550
328,1278,0.522,28.0,5080
305,398,0.178,90.0,4811
994,3143,0.413,39.0,14393
366,3391,1.267,11.2,5548
134,150,0.16,85.9,2072
1694,2220,0.173,94.8,25262
976,1501,0.214,69.0,14769
773,2674,0.438,30.8,11427
5849,18738,0.459,32.7,87878
1270,2723,0.295,52.0,18684
4045,4855,0.174,90.8,58610
223,1246,0.696,23.5,3451
1214,1802,0.193,84.3,18539
3952,14225,0.451,36.2,59662
1365,1594,0.164,82.8,19575
2182,2517,0.168,92.8,33182
564,1182,0.292,48.5,8572
194,518,0.328,42.9,2871
793,1138,0.193,82.2,11994
652,1226,0.256,57.7,9359
4119,7292,0.227,71.6,59448
346,484,0.206,66.1,5194
5937,30326,0.669,23.8,87797
5409,6572,0.162,86.0,84894
358,1279,0.508,27.6,5269
531,586,0.159,93.9,7804
4368,15960,0.451,32.6,66458
5686,8411,0.197,76.0,87759
787,2371,0.458,35.6,11334
464,1293,0.401,38.6,7020
1060,2760,0.379,37.9,15662
1873,2886,0.181,77.3,29480
385,705,0.246,60.1,5829
2453,3207,0.166,89.5,35667
161,528,0.406,37.7,2447
163,256,0.198,72.3,2425
586,881,0.203,77.8,9064
527,2220,0.584,23.6,7972
477,1146,0.33,46.1,6875
916,1930,0.288,53.5,13653
486,1180,0.336,42.0,7013
294,791,0.41,39.0,4242
467,785,0.214,71.8,6711
6282,21675,0.525,29.4,90649
632,948,0.203,73.8,9988
792,1016,0.172,94.2,11391
1225,2273,0.256,60.9,19079
5958,9720,0.225,65.0,93690
327,2101,0.877,16.2,5146
1887,2047,0.156,87.8,28741
2221,6133,0.392,35.7,32920
1420,2588,0.252,65.4,21520
179,212,0.15,98.1,2828
1878,3553,0.255,63.6,28249
170,238,0.186,75.2,2569
1408,3109,0.295,50.1,20599
2353,18130,1.061,15.4,36104
295,356,0.168,81.8,4565
3500,33640,1.162,13.1,53817
147,257,0.223,73.1,2252
3654,33551,1.355,12.1,54280
804,1210,0.183,87.6,12109
307,1616,0.664,24.2,4684
222,431,0.275,56.3,3375
5481,10121,0.222,63.7,83304
185,396,0.307,51.2,2657
282,965,0.404,40.7,4357
536,1038,0.289,52.1,7797
1540,3961,0.376,38.0,22635
1067,2676,0.308,49.4,16851
228,544,0.368,42.3,3269
424,650,0.232,61.0,6212
345,1342,0.498,31.4,5089
304,331,0.154,99.0,4611
669,1507,0.278,55.1,9989
2042,8121,0.525,27.5,31416
297,663,0.264,52.9,4682
578,721,0.175,88.0,8394
639,5921,1.276,12.0,9229
5874,8959,0.204,71.2,91201
5743,10477,0.243,59.3,83748
3123,12691,0.576,25.3,45755
332,435,0.179,83.6,5147
172,454,0.38,43.2,2609
457,1364,0.433,36.4,6909
388,518,0.19,84.5,5679
997,1686,0.223,67.5,14473
2681,3273,0.166,90.8,41914
3854,5834,0.212,66.7,57450
3728,6018,0.204,76.7,54504
560,726,0.173,85.3,8167
1892,16799,1.054,14.9,29418
454,678,0.184,79.8,6800
175,245,0.212,65.2,2538
2036,14637,0.862,16.3,31114
137,270,0.286,55.8,2078
681,4407,0.819,17.4,9913
463,686,0.187,76.2,7254
2081,4174,0.275,59.2,30134
2621,3373,0.161,95.8,40073
416,1847,0.523,26.5,6571
3105,5285,0.216,64.5,47858
403,1533,0.493,29.0,6315
733,1237,0.234,65.3,11463
2335,3817,0.21,75.0,34372
1947,2658,0.191,75.0,30080
6621,9614,0.193,83.4,95178
322,386,0.159,86.8,4825
1771,10860,0.833,17.0,26686
1438,4456,0.401,40.9,21720
4874,7320,0.194,71.8,71738
244,590,0.295,54.9,3687
2430,10371,0.575,27.2,37871
1278,2310,0.23,59.7,18471
387,1024,0.32,46.7,5857
816,2269,0.334,45.1,12796
493,781,0.197,82.9,7380
1304,3167,0.316,46.7,19287
4221,35243,1.199,12.4,64776
1273,8554,0.909,15.2,18546
1605,2199,0.177,87.1,23675
1029,1213,0.147,96.5,15218
161,236,0.191,72.0,2443
346,1014,0.385,42.8,4973
893,1080,0.151,94.5,13706
452,643,0.2,69.7,6731
266,343,0.181,86.0,4072
981,1526,0.202,78.9,14372
450,1038,0.31,44.1,7070
349,677,0.26,53.1,5489
844,3252,0.515,26.8,12283
223,669,0.376,36.3,3368
4945,7409,0.193,80.0,75377
4015,5415,0.169,90.5,59597
2166,3091,0.206,75.2,31860
195,416,0.29,51.9,3030
2686,19172,0.897,17.8,41612
3289,25166,1.001,15.1,47176
2711,7558,0.372,43.7,40312
205,407,0.289,51.7,3123
1705,3147,0.245,64.8,24831
3495,38656,1.391,10.6,52302
1243,1366,0.149,99.1,19139
1622,4286,0.375,42.8,25075
792,965,0.16,86.3,12016
1092,1878,0.261,58.1,15822
145,811,0.721,21.7,2287
1578,2119,0.193,81.8,24356
190,268,0.207,73.9,2750
703,1384,0.258,57.5,10967
424,735,0.254,56.3,6284
1093,7077,0.908,17.9,16892
227,380,0.212,69.0,3370
1972,2348,0.173,92.0,29930
2870,17201,0.739,18.4,44846
254,847,0.421,33.7,3789
204,221,0.159,91.2,3007
239,723,0.436,35.6,3533
4178,6675,0.21,68.9,61836
1052,1782,0.234,58.1,15790
831,1363,0.22,63.7,12442
205,487,0.301,47.4,3036
1724,4464,0.379,37.0,25386
4039,30001,0.982,14.4,59667
3433,5705,0.205,77.0,51061
1490,2015,0.191,77.1,23156
173,256,0.209,70.4,2684
202,378,0.241,67.9,3104
168,615,0.465,31.9,2425
374,3504,1.356,12.0,5476
227,285,0.174,82.8,3400
359,689,0.271,54.2,5531
577,1712,0.391,37.6,9020
5546,28705,0.79,19.2,80007
1508,10381,0.975,15.6,21779
3359,9121,0.344,41.4,52435
2210,3396,0.193,82.4,32202
205,267,0.162,92.7,3105
2330,2823,0.149,90.7,35590
400,456,0.165,92.8,5866
1643,1937,0.173,91.7,24369
520,960,0.248,57.5,7591
6325,22770,0.458,29.7,99093
367,547,0.195,81.8,5607
390,1543,0.562,29.2,5960
4996,15353,0.403,34.0,76245
146,539,0.526,31.0,2202
1990,3887,0.259,56.3,30526
2263,6526,0.419,39.0,34145
3468,18273,0.647,23.9,52724
6174,13003,0.318,50.8,90484
6122,8843,0.179,88.7,90896
174,306,0.221,61.3,2581
3224,4023,0.154,89.1,49809
1641,7499,0.546,27.6,25066
1597,6360,0.555,25.0,25167
211,409,0.241,61.8,3304
1656,4308,0.317,51.7,25449
5954,8952,0.207,69.4,93376
4770,6612,0.184,81.5,70824
780,1029,0.189,77.6,11145
149,187,0.162,94.8,2338
567,1371,0.307,45.8,8251
3251,12767,0.5,28.6,50704
2109,3855,0.27,59.6,31106
815,5233,0.798,20.0,12062
172,512,0.441,36.0,2481
680,3155,0.551,28.7,10624
819,2231,0.326,45.7,12528
4834,31880,0.784,20.0,75616
1622,14489,1.14,12.9,24559
469,708,0.2,69.1,6768
1070,1835,0.226,64.9,15614
176,243,0.189,73.8,2589
6008,9062,0.211,69.4,89824
566,2776,0.709,20.3,8180
860,2867,0.423,36.2,12969
516,2771,0.673,21.7,8028
1990,2670,0.182,85.9,28879
1739,2676,0.195,77.2,26677
2091,10007,0.578,28.1,32835
366,1013,0.338,40.7,5709
463,508,0.16,97.0,6876
219,388,0.244,63.5,3264
1690,2465,0.199,82.1,25984
159,508,0.432,33.8,2336
1419,4714,0.499,28.9,20724
4172,5500,0.174,80.6,60064
4386,5989,0.199,71.7,65241
793,1163,0.21,71.3,11585
824,1707,0.268,59.7,12060
175,290,0.236,60.7,2702
1803,2609,0.183,76.2,27582
3305,11251,0.417,34.3,49696
330,881,0.331,41.7,5208
678,997,0.184,88.4,10394
3539,12013,0.426,37.8,53234
3960,7119,0.244,59.2,61834
332,511,0.194,73.2,5178
1144,1344,0.162,100.0,17235
289,553,0.275,49.2,4246
205,440,0.315,48.5,2979
4730,6799,0.189,85.8,70631
3295,4778,0.182,82.5,49550
2577,3747,0.178,75.8,39111
156,326,0.274,51.7,2420
3489,10985,0.415,39.2,54262
761,1204,0.209,64.8,11098
507,666,0.165,88.9,7633
1163,1428,0.177,89.5,16961
194,1111,0.81,19.8,2859
2494,5975,0.308,48.6,38596
1302,2644,0.274,51.8,19524
275,337,0.156,98.0,4149
276,420,0.201,71.0,4176
275,579,0.306,46.7,4112
174,1504,1.29,12.3,2499
1370,2469,0.229,60.9,19938
3714,18350,0.725,18.6,53549
136,166,0.171,85.1,2141
155,244,0.193,77.7,2422
1201,2958,0.304,51.4,18799
3212,8200,0.326,48.6,49354
475,613,0.171,90.8,7180
530,1836,0.428,36.0,7852
1374,4553,0.478,32.4,20616
405,443,0.151,94.5,5846
154,198,0.177,82.8,2219
2286,2938,0.183,83.9,35494
1595,5642,0.497,27.6,23120
1290,6437,0.628,22.9,19396
2415,21580,1.193,12.3,36402
1924,7271,0.482,31.3,28068
286,432,0.188,79.7,4475
549,2071,0.495,31.6,7941
222,342,0.197,75.6,3275
229,855,0.496,32.7,3323
1971,4751,0.321,45.6,28175
3841,4574,0.153,98.5,57512
5527,18410,0.422,32.0,86433
1505,3893,0.329,43.9,23365
269,836,0.434,37.1,4109
193,1175,0.73,19.9,3023
3306,6100,0.264,54.1,48088
1256,3326,0.343,44.1,19245
1568,2020,0.189,72.5,22463
2892,3990,0.181,83.6,42531
2020,4190,0.244,59.0,31323
3480,31513,1.136,12.9,52329
165,308,0.242,65.7,2491
2481,19503,1.033,15.0,37243
3733,6309,0.227,65.5,55796
389,612,0.213,71.7,6125
1663,6750,0.568,27.8,24498
455,630,0.188,83.7,6835
5820,7057,0.153,92.0,84838
156,194,0.173,83.2,2279
1253,3816,0.388,37.5,19323
244,465,0.224,62.8,3836
2206,2386,0.147,92.3,32439
277,682,0.361,38.9,3979
333,465,0.19,83.8,5022
900,9407,1.395,10.9,13834
4613,52556,1.406,10.3,71665
298,429,0.196,78.4,4578
230,368,0.2,78.5,3516
2576,3773,0.18,81.0,38950
959,1090,0.159,93.7,14176
4613,21806,0.664,20.6,70815
225,903,0.495,30.9,3549
1647,1940,0.16,91.3,25028
343,1427,0.57,26.0,4973
246,392,0.207,71.4,3692
2022,3793,0.267,57.7,28983
1360,9631,0.87,17.5,20402
2497,7772,0.414,35.7,38322
433,769,0.238,56.8,6711
784,1100,0.177,86.7,11537
653,992,0.219,73.7,9770
6329,10412,0.24,66.0,93965
428,1026,0.301,54.6,6274
432,1126,0.377,36.9,6337
509,2543,0.683,20.7,8005
1250,2960,0.323,46.8,18207
358,2758,1.131,12.6,5366
4734,17245,0.469,29.0,71792
378,841,0.301,48.9,5654
4484,10302,0.301,47.7,66526
192,1465,1.022,14.0,2997
1725,3661,0.26,63.0,26092
4557,7924,0.239,59.5,69497
254,1621,0.816,17.0,3870
5649,7034,0.146,94.9,88346
757,4843,0.84,18.9,11761
5208,6783,0.18,86.9,80867
1859,17870,1.385,10.0,28244
450,563,0.158,89.4,6507
270,2940,1.337,11.8,4177
433,651,0.183,78.2,6562
188,578,0.386,42.6,2877
240,336,0.198,76.4,3511
191,424,0.305,46.2,3011
676,5574,0.981,16.4,10461
2909,4100,0.183,79.1,44946
243,1490,0.875,16.4,3477
223,263,0.156,93.0,3329
1592,12370,1.083,14.6,24785
281,548,0.264,53.1,4325
188,293,0.195,75.1,2929
246,529,0.299,45.4,3841
5093,18599,0.541,29.6,74203
3314,4621,0.185,78.3,49737
539,723,0.177,80.6,7990
1705,1997,0.164,93.0,26016
1096,2640,0.356,43.9,16362
1839,4427,0.287,55.6,28277
1889,4458,0.341,42.7,28898
1583,5066,0.481,33.1,23400
364,524,0.192,77.6,5664
157,374,0.34,40.6,2329
820,1992,0.33,48.5,11885
4186,11508,0.327,46.3,65278
1286,1908,0.206,74.1,18560
3315,4821,0.176,92.6,51908
6354,11348,0.217,70.0,96776
255,458,0.258,52.4,3793
2008,3003,0.201,80.1,29946
1789,3049,0.212,67.7,27966
6348,43374,0.971,15.5,92458
6599,37564,0.758,18.6,94522
1894,16394,1.073,13.4,29354
359,777,0.304,51.1,5187
3048,3658,0.175,84.3,45472
211,552,0.403,38.2,3039
2735,7398,0.358,44.6,42404
4828,5098,0.158,91.9,70376
569,841,0.178,85.3,8942
1631,2583,0.227,69.9,23575
729,2557,0.46,34.0,10760
729,3956,0.736,20.5,11086
435,4565,1.28,11.4,6735
2712,15935,0.75,19.6,39433
5247,16937,0.407,36.3,77905
5213,9638,0.244,59.7,79311
262,1797,0.99,15.8,3962
4217,18604,0.623,22.3,61262
2348,10996,0.624,26.3,35801
343,695,0.237,66.9,5377
180,290,0.22,65.4,2602
376,671,0.229,59.6,5706
4657,17998,0.48,32.5,70932
1540,4366,0.362,43.4,23811
2327,15004,0.876,18.7,33579
354,1218,0.469,30.4,5469
2254,2303,0.151,90.8,33361
154,192,0.165,98.2,2232
551,970,0.209,68.3,8683
1598,1931,0.169,92.5,23220
234,360,0.202,67.8,3541
3388,29228,1.215,13.0,50036
330,345,0.139,99.7,5015
1744,9961,0.824,18.9,25658
634,1084,0.211,71.4,9759
1307,5136,0.5,32.8,20591
212,461,0.301,45.3,3044
135,204,0.211,68.1,2136
4831,10002,0.278,49.3,70202
370,1338,0.496,32.5,5742
3257,9191,0.381,40.1,49389
6864,18168,0.371,40.7,99746
295,326,0.144,96.3,4573
389,487,0.183,81.9,5643
1782,4101,0.287,51.3,26742
5745,22224,0.516,28.0,87357
4873,7008,0.191,83.0,71940
938,4144,0.567,24.1,14302
2945,12223,0.533,28.9,44864
232,639,0.372,42.9,3401
5987,8858,0.182,89.2,91552
5625,33267,0.72,21.9,86983
260,1274,0.683,21.0,3794
443,931,0.281,54.5,6452
197,543,0.399,34.9,2959
387,601,0.226,61.2,5789
3308,7378,0.304,50.6,48675
586,1549,0.327,49.1,8785
186,993,0.682,20.1,2826
533,2401,0.609,22.7,7628
5979,7844,0.181,83.9,92975
1580,1835,0.158,89.7,23487
705,2460,0.493,31.1,10187
260,1418,0.7,20.2,3836
6556,41094,0.935,14.8,94735
3253,5845,0.234,64.7,49616
391,703,0.216,74.4,6015
181,506,0.357,43.6,2630
164,299,0.224,71.2,2495
218,301,0.193,74.2,3202
1247,1810,0.172,94.2,19397
5174,37088,0.924,15.8,75678
935,4393,0.588,27.3,13963
3522,27108,0.922,16.2,54096
762,1009,0.162,88.1,11444
2174,2661,0.176,81.3,31981
2221,3993,0.246,61.7,35031
266,1606,0.784,17.5,3949
550,1958,0.471,34.6,8217
1568,4544,0.389,36.8,24198
180,328,0.24,60.5,2637
537,1604,0.427,33.2,8227
1056,6008,0.815,16.6,16204
6550,9833,0.206,75.8,98533
868,2485,0.414,36.9,12801
3385,7981,0.314,50.7,48695
696,3744,0.634,21.5,10841
2974,4609,0.198,82.2,45089
1310,2519,0.238,60.9,20541
4388,5152,0.178,91.1,64169
661,1266,0.253,54.6,9981
1447,1878,0.166,94.7,21267
1540,2046,0.169,90.3,23518
705,1139,0.236,61.9,10236
235,274,0.146,94.1,3517
200,617,0.392,39.1,2883
136,322,0.316,42.9,2134
4070,30555,1.065,14.1,60973
345,592,0.243,63.0,5044
308,437,0.209,75.0,4574
2260,3958,0.207,79.6,35606
488,2309,0.608,23.5,6994
945,2151,0.289,50.0,14480
245,1114,0.56,25.9,3776
5687,9958,0.226,69.6,85429
3746,18365,0.673,24.2,55955
4017,5413,0.18,91.4,58692
647,2783,0.531,30.8,9820
2615,9336,0.445,36.2,39469
234,306,0.19,86.6,3511
136,292,0.285,51.3,2068
150,1423,1.344,12.2,2162
1369,3017,0.29,54.5,19844
788,4724,0.795,17.6,11877
961,1016,0.138,98.7,15174
142,240,0.225,62.9,2059
670,2487,0.479,33.1,10451
2156,4001,0.253,60.7,33189
727,5103,0.838,16.9,11301
2263,3103,0.192,82.0,35079
341,335,0.149,93.3,4976
3235,4024,0.18,88.7,48143
1393,3632,0.39,40.8,19987
295,959,0.418,39.3,4561
336,2743,1.06,13.2,5049
1630,2729,0.236,68.6,23336
3539,6041,0.25,58.1,51412
693,1352,0.287,51.3,10166
354,445,0.163,91.7,5493
4069,18442,0.613,25.1,59436
1800,19977,1.516,10.9,27421
771,5022,0.922,16.6,11542
909,3341,0.541,30.1,13488
299,2209,1.098,13.0,4446
1583,2844,0.266,55.3,23224
551,1673,0.392,38.3,8138
6271,26255,0.551,26.2,98310
868,1256,0.212,77.5,13087
906,3699,0.552,28.4,13382
1194,1914,0.208,71.9,18297
4723,13531,0.38,41.4,72205
2943,5622,0.266,56.1,45877
772,884,0.144,94.0,11681
2326,19549,1.132,13.4,33271
1292,2710,0.279,55.0,19816
917,1267,0.189,86.9,13726
289,427,0.217,62.9,4243
778,2778,0.431,34.9,12281
362,803,0.301,45.8,5232
4723,6435,0.196,71.2,71667
513,616,0.17,90.2,7428
5276,46463,1.036,13.7,82965
1034,7635,0.958,16.4,16094
1549,4374,0.383,39.3,23659
1098,3935,0.457,31.0,16728
228,690,0.443,33.8,3317
551,1972,0.451,29.9,8700
199,887,0.582,27.6,2947
1468,7623,0.622,21.8,22877
790,857,0.144,94.1,11488
2875,13677,0.667,23.0,41956
315,1443,0.578,28.4,4738
246,1026,0.5,32.2,3807
662,740,0.152,94.0,9803
4830,6104,0.181,78.0,75036
2080,3287,0.19,81.1,32211
695,3948,0.822,19.4,10298
1058,1197,0.171,85.3,15130
192,423,0.317,46.7,2780
6334,18902,0.411,33.7,94144
1814,3244,0.226,61.8,27116
427,540,0.181,84.0,6108
1325,1551,0.172,80.1,19783
202,246,0.157,90.1,3069
6071,6870,0.152,93.5,87489
257,993,0.472,31.4,3962
1614,3501,0.283,48.1,25235
352,3175,1.325,11.3,5224
2119,3058,0.183,89.1,33124
2749,10955,0.568,23.9,41766
1843,2213,0.176,87.5,27870
1482,4717,0.404,39.6,22133
4592,10776,0.335,43.1,65661
176,1404,1.028,13.5,2720
480,1302,0.346,39.4,7298
339,444,0.172,90.0,5282
6429,53515,1.232,12.3,95419
625,1328,0.305,46.6,9174
2338,20567,1.247,12.8,35133
1892,5776,0.362,43.4,29131
309,1347,0.561,25.5,4585
340,1215,0.482,32.7,5094
387,438,0.16,89.0,6010
659,1453,0.315,49.2,9989
331,1062,0.4,34.6,5001
150,290,0.247,63.0,2159
4304,17634,0.624,22.8,62386
5964,21582,0.456,33.3,87412
527,879,0.237,59.2,7609
513,1770,0.5,31.4,7518
142,182,0.192,71.1,2056
1823,3894,0.258,54.2,28625
3352,4437,0.177,79.5,50515
242,270,0.143,95.3,3549
251,1360,0.77,20.4,3735
2837,9336,0.41,40.1,43990
1462,4205,0.409,38.8,22288
156,745,0.681,23.6,2383
1486,1725,0.163,82.9,22841
439,628,0.177,78.4,6696
564,1235,0.283,53.6,8462
2804,5333,0.281,58.4,40623
3258,23501,1.008,15.4,47729
659,1228,0.244,60.0,9576
5629,6678,0.172,81.2,81323
648,1204,0.226,61.6,9808
2688,9550,0.431,33.9,40959
846,1497,0.223,70.1,13277
4657,10986,0.32,42.5,66974
4445,9769,0.272,59.0,69709
192,405,0.303,53.9,2815
5136,13847,0.365,44.3,78001
3520,5092,0.217,74.7,50534
2923,3627,0.151,89.5,44202
301,3598,1.57,10.5,4389
3042,3293,0.155,94.0,46655
3634,8075,0.287,56.0,55639
417,577,0.192,73.1,6198
5806,7521,0.171,87.0,82964
162,308,0.262,52.0,2430
250,295,0.16,85.1,3595
1123,4803,0.628,26.0,16381
1305,6302,0.655,24.3,19023
1652,2609,0.218,69.2,24952
140,170,0.171,88.3,2137
5533,7643,0.174,90.3,85637
166,261,0.214,67.9,2381
244,528,0.276,57.3,3500
144,410,0.376,39.8,2112
1199,1446,0.157,98.2,18369
4984,17559,0.423,38.8,76722
1892,2794,0.194,77.0,27067
3186,6431,0.255,57.9,49968
145,264,0.25,64.8,2106
1095,3237,0.357,45.4,16668
798,1051,0.17,96.8,12072
970,1810,0.247,61.5,14085
169,187,0.154,94.4,2652
1911,20212,1.331,10.7,29098
997,1508,0.221,61.5,14321
2713,3873,0.21,74.5,39902
912,1316,0.184,77.1,13351
245,312,0.168,91.4,3587
1609,19374,1.563,10.4,25258
253,3155,1.63,10.0,3925
4043,7338,0.257,52.5,60701
1448,11352,1.144,12.6,22013
244,293,0.164,97.7,3699
5915,20213,0.504,30.0,86300
963,2266,0.303,52.5,15195
180,1469,1.036,15.5,2660
1471,2789,0.26,57.0,23227
343,815,0.33,44.2,5385
3064,26577,1.06,14.0,46396
3380,9899,0.385,40.2,49032
5921,13536,0.323,45.2,92094
954,1041,0.16,99.1,14245
804,3471,0.565,28.7,11857
2472,4512,0.243,59.0,38120
224,290,0.166,98.9,3358
1179,1575,0.189,81.3,16991
1131,1504,0.162,99.4,16946
182,209,0.142,97.1,2838
692,1230,0.264,54.1,10260
3789,5415,0.199,72.7,56329
3618,20843,0.723,19.9,56965
188,385,0.282,49.7,2948
183,249,0.194,82.8,2852
359,680,0.266,55.5,5589
3986,6888,0.224,73.2,61267
219,336,0.198,77.1,3311
2200,6513,0.424,32.8,33441
205,261,0.17,88.8,2971
1543,3757,0.321,51.4,22894
557,2302,0.525,28.9,8053
2927,3593,0.154,87.9,43789
318,929,0.342,47.6,4989
